artistId,artistName,albumId,albumTitle,albumYear,albumGenre,songID,songTitle,songTrackNumber
25,Amazon Mollies,30,Promised Land,2000,2,314,Tina,1
25,Amazon Mollies,30,Promised Land,2000,2,311,Promised Land,2
25,Amazon Mollies,30,Promised Land,2000,2,315,Virtual Love,3
25,Amazon Mollies,30,Promised Land,2000,2,312,Punk Rock Revolution,4
25,Amazon Mollies,30,Promised Land,2000,2,313,Theraven,5
26,Amy Grant,31,Home for Christmas,1992,1,319,Have Yourself a Merry Little Christmas,1
26,Amy Grant,31,Home for Christmas,1992,1,321,It's the Most Wonderful Time of the Year,2
26,Amy Grant,31,Home for Christmas,1992,1,323,Joy to the World/For Unto Us a Child Is Born,3
26,Amy Grant,31,Home for Christmas,1992,1,316,Breath of Heaven (Mary's Song),4
26,Amy Grant,31,Home for Christmas,1992,1,324,O Come All Ye Faithful,5
26,Amy Grant,31,Home for Christmas,1992,1,318,Grown-Up Christmas List,6
26,Amy Grant,31,Home for Christmas,1992,1,325,Rockin' Around the Christmas Tree,7
26,Amy Grant,31,Home for Christmas,1992,1,327,Winter Wonderland,8
26,Amy Grant,31,Home for Christmas,1992,1,320,I'll Be Home for Christmas,9
26,Amy Grant,31,Home for Christmas,1992,1,326,The Night Before Christmas,10
26,Amy Grant,31,Home for Christmas,1992,1,317,Emmanuel, God With Us,11
26,Amy Grant,31,Home for Christmas,1992,1,322,Jesu, Joy of Man's Desiring,12
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,329,Game Of Love,1
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,334,My Hometown,2
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,330,Girl Of Many Words,3
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,336,New York City,4
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,335,Neighbor, Neighbor,5
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,333,Learn To Treat Me Right,6
27,Ana Popovic,32,Ana Popovic & Hush: Hometown,1998,6,331,Grab Your Life,7
